,start_type,end_type
20083,VERB,.
20084,ADV,.
20085,ADP,.
20086,DET,.
20087,DET,.
20088,DET,.
20089,DET,.
20090,DET,.
20091,NOUN,.
20092,PRON,.
20093,.,.
20094,CONJ,.
20095,.,.
20096,.,.
20097,PRON,.
20098,ADP,.
20099,CONJ,.
20100,PRON,.
20101,PRT,.
20102,DET,.
20103,ADJ,.
20104,ADV,.
20105,PRON,.
20106,NOUN,.
20107,ADV,.
20108,DET,.
20109,.,.
20110,ADV,.
20111,PRON,.
20112,PRON,.
20113,DET,.
20114,ADV,.
20115,ADP,.
20116,ADV,.
20117,.,.
20118,ADV,.
20119,PRT,.
20120,PRON,.
20121,ADV,.
20122,ADP,.
20123,NOUN,.
20124,DET,.
20125,DET,.
20126,PRON,.
20127,.,.
20128,NOUN,.
20129,PRT,.
20130,PRT,.
20131,NOUN,.
20132,CONJ,.
20133,ADP,.
20134,NOUN,.
20135,NOUN,NUM
20136,CONJ,.
20137,VERB,.
20138,DET,.
20139,DET,.
20140,DET,.
20141,DET,.
20142,PRON,.
20143,NOUN,.
20144,ADP,.
20145,.,.
20146,DET,.
20147,PRON,.
20148,NOUN,.
20149,PRON,.
20150,NOUN,.
20151,PRON,.
20152,.,.
20153,DET,.
20154,ADV,.
20155,DET,.
20156,DET,.
20157,DET,.
20158,ADP,.
20159,DET,NOUN
20160,NUM,.
20161,PRT,.
20162,.,.
20163,NOUN,.
20164,DET,.
20165,ADP,.
20166,ADV,.
20167,PRON,.
20168,NOUN,.
20169,PRON,.
20170,ADV,.
20171,PRON,.
20172,CONJ,.
20173,PRON,.
20174,PRON,.
20175,.,.
20176,DET,.
20177,PRON,.
20178,PRON,.
20179,.,.
20180,PRON,.
20181,DET,.
20182,NUM,.
20183,DET,.
20184,DET,.
20185,DET,.
20186,.,.
20187,NOUN,.
20188,NOUN,.
20189,ADJ,.
20190,DET,.
20191,ADP,.
20192,PRON,.
20193,PRON,.
20194,DET,.
20195,NOUN,.
20196,ADV,.
20197,PRON,.
20198,ADP,.
20199,DET,.
20200,DET,.
20201,ADV,.
20202,CONJ,.
20203,DET,.
20204,ADJ,.
20205,.,.
20206,.,.
20207,DET,.
20208,NUM,.
20209,PRON,.
20210,DET,.
20211,DET,.
20212,NOUN,.
20213,PRT,.
20214,VERB,.
20215,DET,.
20216,CONJ,.
20217,.,.
20218,NOUN,.
20219,DET,NOUN
20220,ADV,.
20221,PRON,.
20222,NUM,.
20223,DET,.
20224,.,.
20225,PRT,.
20226,PRON,.
20227,PRON,.
20228,PRON,.
20229,NOUN,.
20230,ADV,.
20231,PRON,.
20232,VERB,.
20233,PRON,.
20234,PRON,.
20235,NOUN,.
20236,NOUN,.
20237,ADP,.
20238,ADP,.
20239,ADP,.
20240,PRON,.
20241,PRON,.
20242,VERB,.
20243,.,.
20244,VERB,.
20245,.,.
20246,ADV,.
20247,NOUN,.
20248,VERB,.
20249,ADP,.
20250,ADV,.
20251,DET,.
20252,ADV,.
20253,ADJ,.
20254,DET,.
20255,PRON,.
20256,DET,.
20257,PRON,.
20258,ADV,.
20259,DET,.
20260,DET,.
20261,ADP,.
20262,.,.
20263,ADV,.
20264,.,.
20265,ADV,.
20266,NUM,.
20267,PRON,.
20268,CONJ,.
20269,ADV,.
20270,ADV,.
20271,ADP,.
20272,VERB,.
20273,.,.
20274,ADP,.
20275,DET,.
20276,.,.
20277,NUM,.
20278,ADJ,NOUN
20279,DET,.
20280,.,.
20281,PRT,.
20282,PRT,.
20283,NOUN,.
20284,ADJ,.
20285,NOUN,.
20286,NOUN,.
20287,.,.
20288,ADJ,.
20289,.,.
20290,NOUN,.
20291,DET,NOUN
20292,DET,.
20293,DET,.
20294,ADV,.
20295,CONJ,.
20296,NOUN,.
20297,NUM,.
20298,DET,.
20299,PRON,.
20300,DET,.
20301,CONJ,.
20302,DET,.
20303,ADV,.
20304,NOUN,.
20305,PRON,.
20306,NOUN,.
20307,CONJ,.
20308,ADP,.
20309,NOUN,.
20310,DET,.
20311,PRON,.
20312,NOUN,.
20313,NOUN,.
20314,PRON,.
20315,DET,.
20316,NUM,.
20317,.,.
20318,DET,.
20319,PRON,.
20320,ADJ,.
20321,VERB,.
20322,NOUN,.
20323,ADP,.
20324,ADP,.
20325,.,.
20326,ADP,.
20327,NOUN,.
20328,ADV,.
20329,ADP,.
20330,PRT,.
20331,ADP,.
20332,.,.
20333,.,.
20334,.,.
20335,DET,.
20336,ADV,.
20337,ADV,.
20338,ADV,.
20339,ADV,.
20340,DET,.
20341,NOUN,.
20342,NOUN,.
20343,ADV,.
20344,ADP,.
20345,ADP,.
20346,NOUN,.
20347,NOUN,.
20348,NOUN,.
20349,PRON,.
20350,.,.
20351,CONJ,.
20352,PRON,.
20353,PRON,NOUN
20354,NUM,.
20355,ADP,.
20356,NOUN,.
20357,PRON,.
20358,DET,.
20359,PRON,.
20360,ADP,.
20361,ADP,.
20362,ADV,.
20363,NOUN,.
20364,ADP,.
20365,ADP,.
20366,NOUN,.
20367,PRON,.
20368,PRON,.
20369,ADP,.
20370,NOUN,.
20371,PRT,.
20372,ADV,.
20373,PRON,.
20374,NUM,.
20375,NOUN,NOUN
20376,.,.
20377,VERB,.
20378,DET,.
20379,ADP,.
20380,DET,.
20381,DET,.
20382,NOUN,.
20383,ADP,.
20384,PRT,.
20385,DET,.
20386,CONJ,.
20387,CONJ,.
20388,ADP,.
20389,NUM,.
20390,ADP,.
20391,.,.
20392,NOUN,.
20393,PRON,.
20394,ADP,.
20395,DET,.
20396,ADV,.
20397,DET,.
20398,VERB,.
20399,NOUN,NOUN
20400,DET,.
20401,CONJ,.
20402,.,.
20403,PRON,.
20404,ADP,.
20405,NOUN,.
20406,ADP,.
20407,PRT,.
20408,PRON,.
20409,ADP,.
20410,NOUN,.
20411,.,.
20412,NOUN,.
20413,PRON,.
20414,ADJ,.
20415,NOUN,.
20416,DET,.
20417,CONJ,.
20418,PRON,.
20419,CONJ,.
20420,DET,.
20421,CONJ,.
20422,DET,.
20423,NOUN,.
20424,NOUN,.
20425,ADP,.
20426,PRON,.
20427,DET,.
20428,DET,.
20429,DET,.
20430,NOUN,.
20431,DET,.
20432,NOUN,.
20433,CONJ,.
20434,DET,.
20435,ADP,.
20436,PRT,.
20437,ADJ,.
20438,NUM,.
20439,ADJ,.
20440,ADJ,.
20441,DET,.
20442,ADP,.
20443,PRT,.
20444,ADJ,.
20445,.,.
20446,VERB,.
20447,NOUN,.
20448,NOUN,.
20449,ADP,.
20450,DET,.
20451,NOUN,.
20452,PRON,.
20453,.,.
20454,ADV,.
20455,ADV,.
20456,DET,.
20457,CONJ,.
20458,ADP,.
20459,ADP,.
20460,.,.
20461,PRT,.
20462,NOUN,.
20463,PRON,.
20464,ADJ,.
20465,.,.
20466,ADP,.
20467,CONJ,.
20468,DET,.
20469,ADV,.
20470,CONJ,.
20471,DET,.
20472,DET,.
20473,DET,.
20474,DET,.
20475,.,.
20476,NOUN,.
20477,PRON,.
20478,NOUN,.
20479,CONJ,.
20480,DET,.
20481,PRON,.
20482,DET,.
20483,.,.
20484,ADP,.
20485,PRON,.
20486,ADV,.
20487,PRON,.
20488,.,.
20489,.,.
20490,NOUN,.
20491,ADV,.
20492,NOUN,.
20493,ADJ,.
20494,NOUN,.
20495,DET,.
20496,PRON,.
20497,NOUN,.
20498,ADV,.
20499,VERB,.
20500,PRT,.
20501,ADP,.
20502,VERB,NOUN
20503,CONJ,.
20504,NOUN,.
20505,NOUN,.
20506,NOUN,.
20507,VERB,.
20508,ADV,.
20509,PRON,.
20510,NOUN,.
20511,DET,.
20512,CONJ,.
20513,ADP,.
20514,PRON,.
20515,VERB,.
20516,DET,.
20517,ADP,.
20518,NOUN,.
20519,DET,.
20520,DET,.
20521,ADJ,.
20522,.,NOUN
20523,NOUN,.
20524,DET,.
20525,PRT,.
20526,DET,.
20527,ADP,.
20528,PRON,.
20529,NOUN,.
20530,ADJ,.
20531,DET,.
20532,DET,.
20533,CONJ,.
20534,.,.
20535,CONJ,.
20536,CONJ,.
20537,DET,.
20538,NOUN,.
20539,ADP,NOUN
20540,PRT,.
20541,DET,.
20542,PRT,.
20543,VERB,.
20544,NOUN,.
20545,DET,.
20546,PRT,.
20547,NOUN,.
20548,PRON,.
20549,ADJ,.
20550,VERB,.
20551,DET,.
20552,ADJ,.
20553,ADV,.
20554,ADP,.
20555,.,.
20556,DET,.
20557,DET,.
20558,DET,.
20559,NOUN,.
20560,NOUN,.
20561,.,.
20562,CONJ,.
20563,DET,.
20564,ADP,.
20565,ADV,.
20566,PRON,.
20567,.,.
20568,PRON,.
20569,DET,.
20570,DET,.
20571,ADP,.
20572,VERB,.
20573,ADJ,.
20574,DET,.
20575,ADV,.
20576,.,.
20577,NOUN,.
20578,ADV,.
20579,CONJ,.
20580,VERB,.
20581,DET,.
20582,ADV,.
20583,DET,.
20584,DET,.
20585,NOUN,.
20586,ADP,.
20587,ADP,.
20588,NOUN,VERB
20589,PRT,.
20590,VERB,.
20591,ADP,.
20592,ADV,.
20593,NOUN,.
20594,NOUN,.
20595,ADJ,.
20596,.,.
20597,PRON,.
20598,NOUN,.
20599,PRT,.
20600,ADV,.
20601,DET,.
20602,PRT,.
20603,NOUN,.
20604,PRON,.
20605,ADP,.
20606,NOUN,.
20607,DET,.
20608,NUM,.
20609,ADV,.
20610,NOUN,.
20611,ADP,.
20612,ADP,.
20613,PRON,.
20614,PRT,.
20615,DET,.
20616,DET,.
20617,DET,.
20618,NOUN,.
20619,PRON,.
20620,ADV,.
20621,DET,.
20622,VERB,.
20623,PRT,.
20624,PRON,.
20625,DET,.
20626,DET,.
20627,DET,.
20628,.,.
20629,VERB,.
20630,DET,.
20631,DET,.
20632,CONJ,.
20633,ADV,.
20634,DET,.
20635,DET,.
20636,DET,.
20637,ADP,.
20638,DET,.
20639,NOUN,.
20640,ADP,.
20641,NOUN,.
20642,.,.
20643,ADV,.
20644,ADJ,.
20645,ADP,.
20646,PRON,.
20647,.,.
20648,NOUN,.
20649,PRT,.
20650,ADP,.
20651,DET,.
20652,PRON,.
20653,NOUN,.
20654,NOUN,.
20655,DET,.
20656,CONJ,.
20657,DET,.
20658,VERB,.
20659,.,.
20660,DET,.
20661,VERB,.
20662,PRON,.
20663,ADV,.
20664,ADJ,NOUN
20665,ADJ,.
20666,PRON,.
20667,DET,.
20668,PRT,.
20669,NOUN,.
20670,PRON,.
20671,ADV,.
20672,.,.
20673,ADP,.
20674,CONJ,.
20675,NOUN,.
20676,DET,.
20677,CONJ,.
20678,DET,.
20679,PRON,.
20680,ADV,.
20681,ADV,.
20682,PRON,.
20683,DET,.
20684,VERB,.
20685,VERB,.
20686,ADP,.
20687,.,.
20688,.,.
20689,ADV,.
20690,.,.
20691,DET,.
20692,DET,.
20693,PRON,.
20694,DET,.
20695,NOUN,.
20696,ADV,.
20697,NOUN,.
20698,NOUN,.
20699,PRT,.
20700,DET,.
20701,DET,.
20702,NOUN,.
20703,NOUN,.
20704,DET,.
20705,ADV,.
20706,PRON,.
20707,DET,.
20708,VERB,.
20709,ADP,.
20710,PRON,.
20711,.,.
20712,ADV,.
20713,CONJ,.
20714,PRON,.
20715,PRT,.
20716,ADP,.
20717,NOUN,.
20718,ADJ,.
20719,ADP,.
20720,PRON,.
20721,PRON,.
20722,.,.
20723,ADJ,.
20724,NOUN,.
20725,.,.
20726,ADP,.
20727,PRON,.
20728,ADP,.
20729,DET,.
20730,DET,.
20731,PRON,.
20732,CONJ,.
20733,ADV,.
20734,DET,.
20735,CONJ,.
20736,PRON,.
20737,PRT,.
20738,ADP,.
20739,ADP,.
20740,DET,.
20741,.,.
20742,NOUN,.
20743,CONJ,.
20744,PRT,.
20745,PRON,.
20746,ADP,.
20747,.,.
20748,PRON,.
20749,PRON,.
20750,DET,.
20751,ADV,.
20752,DET,.
20753,NOUN,.
20754,.,.
20755,PRT,.
20756,CONJ,.
20757,VERB,.
20758,PRON,.
20759,ADP,.
20760,NOUN,.
20761,ADP,.
20762,NOUN,.
20763,DET,.
20764,DET,.
20765,DET,.
20766,DET,.
20767,DET,.
20768,CONJ,.
20769,NOUN,.
20770,DET,.
20771,ADP,.
20772,ADV,.
20773,ADP,.
20774,.,.
20775,PRON,.
20776,ADP,.
20777,VERB,.
20778,ADV,.
20779,NUM,.
20780,CONJ,.
20781,ADV,.
20782,ADV,.
20783,ADJ,.
20784,DET,.
20785,NOUN,.
20786,CONJ,.
20787,ADP,.
20788,NOUN,.
20789,ADP,.
20790,NOUN,.
20791,.,.
20792,NOUN,.
20793,VERB,.
20794,VERB,.
20795,DET,.
20796,PRON,.
20797,PRT,.
20798,CONJ,.
20799,.,.
20800,ADJ,.
20801,ADP,.
20802,DET,.
20803,PRON,.
20804,PRON,.
20805,VERB,.
20806,ADJ,.
20807,VERB,.
20808,ADP,.
20809,ADP,.
20810,DET,.
20811,DET,.
20812,ADV,.
20813,DET,.
20814,NUM,.
20815,.,.
20816,PRON,.
20817,NOUN,.
20818,NOUN,.
20819,CONJ,.
20820,NOUN,.
20821,NOUN,.
20822,.,.
20823,ADP,.
20824,CONJ,.
20825,.,.
20826,ADJ,ADJ
20827,.,.
20828,.,.
20829,ADV,.
20830,ADP,.
20831,ADP,.
20832,NOUN,NOUN
20833,PRT,.
20834,DET,.
20835,PRON,.
20836,NUM,.
20837,PRON,.
20838,DET,.
20839,.,.
20840,PRON,.
20841,NOUN,.
20842,PRON,.
20843,DET,.
20844,NOUN,.
20845,NOUN,.
20846,DET,.
20847,NOUN,NOUN
20848,PRON,.
20849,CONJ,.
20850,PRON,.
20851,DET,.
20852,ADV,.
20853,DET,.
20854,CONJ,.
20855,ADJ,NOUN
20856,DET,.
20857,DET,.
20858,ADP,.
20859,DET,.
20860,PRT,.
20861,CONJ,.
20862,ADP,.
20863,DET,.
20864,ADP,.
20865,ADV,.
20866,DET,.
20867,CONJ,.
20868,NOUN,.
20869,NOUN,.
20870,DET,.
20871,.,.
20872,DET,.
20873,.,.
20874,ADP,.
20875,.,.
20876,DET,.
20877,PRON,.
20878,CONJ,.
20879,.,.
20880,NOUN,.
20881,.,.
20882,PRON,.
20883,NOUN,.
20884,VERB,.
20885,PRON,.
20886,VERB,.
20887,.,.
20888,PRON,.
20889,CONJ,.
20890,DET,.
20891,NOUN,.
20892,VERB,.
20893,ADV,.
20894,ADJ,.
20895,PRON,.
20896,PRON,.
20897,DET,.
20898,VERB,.
20899,PRON,.
20900,PRON,.
20901,PRON,.
20902,ADV,.
20903,DET,.
20904,PRON,.
20905,.,.
20906,.,.
20907,DET,.
20908,PRON,.
20909,DET,.
20910,ADP,.
20911,ADP,.
20912,.,.
20913,ADP,.
20914,NUM,.
20915,DET,.
20916,CONJ,.
20917,NOUN,.
20918,ADP,.
20919,DET,.
20920,NOUN,NOUN
20921,NUM,.
20922,.,.
20923,PRON,.
20924,NOUN,.
20925,PRON,.
20926,NOUN,.
20927,.,.
20928,DET,.
20929,NOUN,.
20930,PRON,.
20931,DET,.
20932,.,.
20933,ADV,.
20934,ADJ,NOUN
20935,DET,.
20936,PRON,.
20937,NUM,.
20938,PRON,.
20939,DET,.
20940,ADV,.
20941,NOUN,.
20942,.,.
20943,NOUN,.
20944,DET,.
20945,DET,.
20946,DET,.
20947,DET,.
20948,ADV,.
20949,DET,.
20950,PRON,.
20951,CONJ,.
20952,ADP,.
20953,ADJ,.
20954,PRON,.
20955,NOUN,.
20956,VERB,.
20957,DET,.
20958,.,.
20959,NOUN,.
20960,ADV,.
20961,VERB,.
20962,ADP,.
20963,ADJ,ADJ
20964,PRON,.
20965,NOUN,.
20966,PRON,.
20967,DET,.
20968,ADP,.
20969,CONJ,.
20970,DET,.
20971,ADP,.
20972,.,.
20973,PRON,.
20974,PRON,.
20975,.,.
20976,DET,.
20977,NOUN,.
20978,VERB,.
20979,DET,.
20980,ADJ,.
20981,DET,.
20982,NOUN,.
20983,NOUN,.
20984,ADV,.
20985,ADJ,.
20986,DET,.
20987,CONJ,.
20988,NOUN,.
20989,DET,.
20990,ADP,.
20991,NOUN,.
20992,ADP,.
20993,PRON,.
20994,DET,.
20995,VERB,.
20996,PRON,.
20997,ADP,.
20998,.,.
20999,NOUN,.
21000,ADV,.
21001,.,.
21002,.,.
21003,ADV,.
21004,ADP,.
21005,DET,.
21006,ADJ,.
21007,DET,.
21008,NOUN,.
21009,ADJ,.
21010,PRON,.
21011,ADV,.
21012,NOUN,.
21013,NOUN,.
21014,PRON,.
21015,DET,.
21016,DET,.
21017,ADV,.
21018,ADV,.
21019,ADJ,.
21020,NOUN,NUM
21021,ADJ,.
21022,DET,.
21023,PRT,.
21024,PRON,.
21025,VERB,.
21026,NOUN,.
21027,PRT,.
21028,PRON,.
21029,PRON,.
21030,CONJ,.
21031,ADV,.
21032,PRON,.
21033,ADJ,.
21034,.,.
21035,.,.
21036,NOUN,.
21037,ADV,.
21038,ADP,.
21039,PRON,.
21040,ADV,.
21041,NOUN,.
21042,VERB,.
21043,DET,.
21044,VERB,.
21045,DET,.
21046,ADJ,.
21047,NOUN,.
21048,PRT,.
21049,NOUN,.
21050,CONJ,.
21051,DET,.
21052,PRON,.
21053,ADV,.
21054,VERB,.
21055,ADP,.
21056,CONJ,.
21057,VERB,.
21058,NOUN,.
21059,ADP,.
21060,ADV,.
21061,.,.
21062,ADP,.
21063,ADP,.
21064,PRON,.
21065,NOUN,.
21066,PRON,.
21067,VERB,.
21068,PRON,.
21069,DET,.
21070,.,.
21071,NOUN,.
21072,NOUN,.
21073,ADP,.
21074,ADP,.
21075,.,.
21076,DET,.
21077,ADP,.
21078,NOUN,.
21079,PRON,.
21080,VERB,.
21081,DET,.
21082,PRON,.
21083,NOUN,.
21084,CONJ,.
21085,.,.
21086,NOUN,.
21087,.,.
21088,PRON,.
21089,ADV,.
21090,ADP,.
21091,PRON,.
21092,ADP,.
21093,NOUN,NOUN
21094,ADJ,.
21095,DET,.
21096,NOUN,.
21097,NOUN,.
21098,PRON,.
21099,DET,.
21100,ADP,.
21101,VERB,.
21102,.,.
21103,DET,.
21104,ADP,.
21105,DET,.
21106,PRON,.
21107,ADV,.
21108,.,.
21109,.,.
21110,VERB,.
21111,DET,.
21112,DET,.
21113,NOUN,.
21114,ADP,.
21115,DET,.
21116,ADP,.
21117,PRON,.
21118,.,.
21119,PRON,.
21120,DET,.
21121,PRT,.
21122,ADP,.
21123,DET,.
21124,NOUN,.
21125,ADP,.
21126,CONJ,.
21127,NUM,.
21128,ADP,.
21129,PRON,.
21130,NOUN,.
21131,ADV,.
21132,ADP,.
21133,.,.
21134,ADP,.
21135,PRT,.
21136,.,.
21137,PRON,.
21138,.,.
21139,ADP,.
21140,PRT,.
21141,DET,.
21142,PRT,.
21143,DET,.
21144,ADP,.
21145,VERB,.
21146,PRT,.
21147,ADP,.
21148,DET,.
21149,PRON,.
21150,DET,.
21151,DET,.
21152,DET,.
21153,VERB,.
21154,ADP,.
21155,ADV,.
21156,NOUN,.
21157,ADJ,.
21158,ADJ,.
21159,NOUN,.
21160,VERB,.
21161,DET,.
21162,DET,.
21163,ADP,.
21164,NOUN,.
21165,PRON,.
21166,.,.
21167,VERB,.
21168,VERB,.
21169,PRON,.
21170,PRON,.
21171,DET,.
21172,CONJ,.
21173,ADJ,NOUN
21174,DET,.
21175,PRON,.
21176,NOUN,.
21177,PRON,.
21178,ADV,.
21179,ADP,.
21180,ADP,.
21181,ADP,.
21182,.,.
21183,DET,.
21184,PRON,.
21185,PRON,.
21186,CONJ,.
21187,DET,.
21188,DET,.
21189,CONJ,.
21190,.,.
21191,PRON,.
21192,ADP,.
21193,PRON,.
21194,ADP,.
21195,PRON,.
21196,DET,.
21197,DET,.
21198,ADP,.
21199,ADV,.
21200,ADV,.
21201,PRON,.
21202,DET,.
21203,NOUN,.
21204,DET,.
21205,PRON,.
21206,NOUN,.
21207,ADV,.
21208,ADV,.
21209,NOUN,.
21210,DET,.
21211,NOUN,.
21212,DET,.
21213,NOUN,.
21214,.,.
21215,VERB,.
21216,ADP,.
21217,PRON,.
21218,DET,.
21219,.,.
21220,.,.
21221,.,.
21222,PRON,.
21223,PRON,.
21224,NOUN,.
21225,PRT,.
21226,ADP,.
21227,ADV,.
21228,DET,.
21229,DET,.
21230,PRON,.
21231,PRON,.
21232,DET,.
21233,.,.
21234,NOUN,.
21235,NOUN,.
21236,PRT,.
21237,DET,.
21238,PRON,.
21239,DET,.
21240,DET,.
21241,PRON,.
21242,ADV,.
21243,PRON,.
21244,ADV,.
21245,ADP,.
21246,NOUN,.
21247,PRT,.
21248,NOUN,.
21249,NOUN,.
21250,DET,.
21251,.,.
21252,DET,.
21253,PRON,.
21254,NOUN,.
21255,ADV,.
21256,.,.
21257,PRON,.
21258,ADP,.
21259,NOUN,.
21260,NOUN,.
21261,DET,.
21262,ADV,.
21263,NOUN,.
21264,DET,.
21265,ADJ,.
21266,ADP,.
21267,PRT,.
21268,NOUN,.
21269,DET,.
21270,NOUN,.
21271,.,.
21272,PRON,.
21273,NOUN,.
21274,ADP,.
21275,ADV,.
21276,VERB,.
21277,PRON,.
21278,ADV,.
21279,PRON,.
21280,PRON,.
21281,PRON,.
21282,ADV,.
21283,PRON,.
21284,ADJ,.
21285,NOUN,.
21286,DET,.
21287,DET,.
21288,ADP,.
21289,PRON,.
21290,CONJ,.
21291,NOUN,.
21292,ADP,.
21293,DET,.
21294,ADP,.
21295,DET,.
21296,CONJ,.
21297,ADP,.
21298,ADV,.
21299,PRON,.
21300,DET,.
21301,NOUN,.
21302,PRT,.
21303,ADV,.
21304,CONJ,.
21305,PRON,.
21306,CONJ,.
21307,PRT,.
21308,ADV,.
21309,PRT,.
21310,.,.
21311,ADP,.
21312,.,.
21313,VERB,.
21314,.,.
21315,PRON,.
21316,ADP,.
21317,NOUN,.
21318,ADJ,.
21319,DET,.
21320,PRON,.
21321,DET,.
21322,.,.
21323,CONJ,.
21324,DET,.
21325,ADP,.
21326,DET,.
21327,PRON,.
21328,NOUN,.
21329,PRON,.
21330,ADP,.
21331,.,.
21332,NOUN,.
21333,PRON,.
21334,PRON,.
21335,PRT,.
21336,ADV,.
21337,ADJ,.
21338,ADV,.
21339,NOUN,.
21340,DET,.
21341,DET,.
21342,DET,.
21343,PRON,.
21344,DET,.
21345,DET,.
21346,PRON,.
21347,PRT,.
21348,.,.
21349,NOUN,.
21350,NOUN,.
21351,PRON,.
21352,ADP,.
21353,PRON,.
21354,PRON,.
21355,PRON,.
21356,PRON,.
21357,DET,.
21358,NOUN,.
21359,DET,.
21360,NOUN,.
21361,PRON,.
21362,NUM,.
21363,DET,.
21364,VERB,.
21365,CONJ,.
21366,PRON,.
21367,DET,.
21368,PRON,.
21369,NOUN,.
21370,DET,.
21371,CONJ,.
21372,ADP,.
21373,DET,.
21374,PRON,.
21375,VERB,.
21376,CONJ,.
21377,DET,.
21378,NOUN,.
21379,ADJ,.
21380,DET,.
21381,PRON,.
21382,PRON,.
21383,NOUN,.
21384,ADP,.
21385,ADP,.
21386,ADP,.
21387,NOUN,.
21388,DET,.
21389,DET,.
21390,ADV,.
21391,DET,.
21392,VERB,.
21393,NOUN,.
21394,.,.
21395,NOUN,.
21396,ADV,.
21397,CONJ,.
21398,CONJ,.
21399,PRON,.
21400,.,.
21401,PRON,.
21402,DET,.
21403,VERB,.
21404,ADP,.
21405,CONJ,.
21406,ADP,.
21407,ADP,.
21408,NOUN,.
21409,PRT,.
21410,ADP,.
21411,ADJ,.
21412,ADV,.
21413,ADV,.
21414,NOUN,.
21415,CONJ,.
21416,ADV,.
21417,PRON,.
21418,PRON,.
21419,DET,.
21420,DET,.
21421,PRON,.
21422,ADV,.
21423,.,.
21424,DET,.
21425,VERB,.
21426,DET,.
21427,ADJ,.
21428,ADP,.
21429,ADP,.
21430,.,.
21431,DET,.
21432,DET,.
21433,PRON,.
21434,.,.
21435,PRON,.
21436,PRT,.
21437,NOUN,.
21438,DET,.
21439,NOUN,.
21440,ADV,.
21441,NOUN,.
21442,ADP,.
21443,DET,.
21444,ADP,.
21445,NOUN,.
21446,.,.
21447,NOUN,.
21448,PRT,.
21449,DET,.
21450,ADP,.
21451,VERB,.
21452,DET,.
21453,PRON,.
21454,PRT,.
21455,.,.
21456,DET,.
21457,DET,.
21458,CONJ,.
21459,PRON,.
21460,CONJ,.
21461,.,.
21462,DET,.
21463,ADP,.
21464,DET,.
21465,PRON,.
21466,ADP,.
21467,ADP,.
21468,NUM,.
21469,NOUN,.
21470,NOUN,.
21471,PRON,.
21472,PRON,.
21473,DET,.
21474,ADP,.
21475,ADV,.
21476,ADP,.
21477,VERB,.
21478,DET,.
21479,ADV,.
21480,DET,.
21481,ADV,.
21482,DET,.
21483,PRON,.
21484,ADV,.
21485,.,.
21486,CONJ,.
21487,NOUN,NOUN
21488,ADJ,.
21489,PRON,.
21490,NOUN,.
21491,DET,.
21492,PRON,.
21493,PRON,.
21494,CONJ,.
21495,DET,.
21496,PRON,.
21497,ADJ,.
21498,VERB,.
21499,.,.
21500,DET,.
21501,VERB,.
21502,PRON,.
21503,ADV,.
21504,ADP,.
21505,NOUN,.
21506,PRT,.
21507,ADV,.
21508,CONJ,.
21509,DET,.
21510,PRT,.
21511,ADP,.
21512,ADP,.
21513,ADV,.
21514,NOUN,.
21515,VERB,.
21516,ADP,.
21517,PRON,.
21518,PRON,.
21519,PRON,.
21520,PRON,.
21521,DET,.
21522,VERB,.
21523,NOUN,.
21524,PRON,.
21525,DET,.
21526,ADJ,.
21527,DET,.
21528,.,.
21529,NOUN,.
21530,.,.
21531,NOUN,.
21532,.,.
21533,NOUN,.
21534,ADV,.
21535,ADV,.
21536,ADV,.
21537,DET,.
21538,VERB,.
21539,PRON,.
21540,ADV,.
21541,NOUN,.
21542,PRON,.
21543,NOUN,.
21544,ADP,.
21545,.,.
21546,VERB,.
21547,ADV,.
21548,ADP,.
21549,.,.
21550,DET,.
21551,NUM,.
21552,PRON,.
21553,CONJ,.
21554,ADP,.
21555,VERB,.
21556,DET,.
21557,DET,.
21558,ADV,.
21559,DET,.
21560,PRON,.
21561,NOUN,.
21562,ADP,.
21563,NOUN,.
21564,.,.
21565,PRON,.
21566,VERB,.
21567,PRON,.
21568,NOUN,.
21569,.,.
21570,NOUN,.
21571,VERB,.
21572,ADV,.
21573,DET,.
21574,ADV,.
21575,PRT,.
21576,PRON,.
21577,NUM,.
21578,ADP,.
21579,PRON,.
21580,CONJ,.
21581,.,.
21582,ADP,.
21583,ADP,.
21584,NOUN,.
21585,ADP,.
21586,PRON,.
21587,NOUN,.
21588,.,.
21589,ADP,.
21590,ADV,.
21591,.,.
21592,PRON,.
21593,ADP,.
21594,.,.
21595,.,.
21596,ADV,.
21597,CONJ,.
21598,ADP,.
21599,DET,.
21600,ADJ,.
21601,PRON,.
21602,PRON,.
21603,DET,.
21604,PRON,.
21605,DET,.
21606,PRON,.
21607,DET,.
21608,PRON,.
21609,.,.
21610,PRON,.
21611,ADV,.
21612,ADP,.
21613,CONJ,.
21614,PRT,.
21615,DET,.
21616,DET,.
21617,DET,.
21618,PRON,.
21619,DET,.
21620,ADP,.
21621,DET,.
21622,NOUN,.
21623,DET,.
21624,ADP,.
21625,NOUN,.
21626,PRT,.
21627,VERB,.
21628,NOUN,.
21629,DET,.
21630,PRON,.
21631,ADV,.
21632,.,.
21633,CONJ,.
21634,PRT,.
21635,NOUN,.
21636,ADP,.
21637,ADP,.
21638,ADP,.
21639,ADP,.
21640,ADV,.
21641,VERB,.
21642,DET,.
21643,ADV,.
21644,NOUN,.
21645,PRON,.
21646,DET,.
21647,CONJ,.
21648,VERB,.
21649,DET,.
21650,ADJ,.
21651,ADP,.
21652,ADJ,.
21653,NOUN,.
21654,NOUN,.
